HGAL,PID,Export C1A1,Export C1A2,Export C1B1,Export C1B2,Export C1C1,Export C1C2,Export C1E1,Export C1E2,Class 1 Status,Who Modified,Date Modified,Verified BC,Verified homo A,Verified homo B,Verified homo C,Verified homo E
07G01031,31047,24:02,24:02,08:01,51:01,02:02,07:01,,,Published,car master,12/24/2009,1,,,,
07G01228,20748,01:01,32:01,08:01,40:02,02:02,07:01,A,A,Published,yukiy,09/17/2018,1,,,,
07G01279,10175,01:01,02:01,08:01,27:05,02:02,07:01,A,A,Published,yukiy,09/21/2018,1,,,,
07G01294,10079,01:01,02:01,08:01,27:05,02:02,07:01,A,G,Published,yukiy,11/27/2018,1,,,,
07G01328,30840,01:01,02:01,08:01,51:01,02:02,07:01,A,G,Published,yukiy,09/21/2018,1,,,,
07G01586,10251,02:01,03:01,08:01,27:02,02:02,07:01,A,G,Published,yukiy,09/21/2018,1,,,,
07G01664,33160,26:01,32:01,08:01,40:02,02:02,07:01,A,A,Published,yukiy,09/21/2018,1,,,,
07G01673,33163,01:01,32:01,08:01,40:02,02:02,07:01,A,A,Published,yukiy,09/21/2018,1,,,,
07G01690,33204,01:01,03:01,08:01,27:05,02:02,07:01,A,G,Published,CSSMCS,01/07/2020,1,,,,
32C00065,37-01,02:05,24:02,40:02,49:01,02:02,07:01,,,Preliminary,Bailey Kessing,07/07/2011,,,,,
32C00373,1350-02,01:01,32:01,08:01,40:02,02:02,07:01,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00467,1340-09,02:01,32:01,08:01,40:02,02:02,07:01,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
42M00364,10360M,01:01,02:01,08:01,15:03,02:02,07:01,,,Published,Bailey Kessing,01/07/2005,1,,,,
42M00565,11941M,01:01,33:03,15:03,58:01,02:02,07:01,,,Published,Bailey Kessing,11/21/2008,1,,,,
42M00650,10569M,01:01,03:01,08:01,44:03,02:02,07:01,,,Preliminary,Darlene Marti,03/29/2004,,,,,
42M00975,13215M,02:05,68:02,27:05,58:01,02:02,07:01,,,Preliminary,Darlene Marti,03/30/2004,1,,,,
42M01239,70050M,33:03,68:01,07:02,18:01,02:02,07:01,A,G,Published,yukiy,02/04/2019,,,,,
42M01390,10870M,02:01,02:02,15:03,15:10,02:02,07:01,,,Published,Bailey Kessing,01/07/2005,1,,,,
42M01559,11726M,03:01,11:01,15:03,58:01,02:02,07:01,,,Published,Bailey Kessing,01/07/2005,1,,,,
05E02580,GRE074AH,02:17,31:01,18:01,27:02,02:02,07:01,G,G,Published,CSSMCS,12/16/2019,,,,,
05E02663,HER223RL,01:01,02:01,08:01,27:05,02:02,07:01,A,G,Published,CSSMCS,12/16/2019,1,,,,
05E01569,HER117WJS,01:01,68:01,08:01,51:01,02:02,07:01,,,Published, Darlene Marti,01/16/2008,,,,,
05E02161,MTS186ET,01:01,24:02,08:01,44:02,02:02,07:01,,,Published,Amy Poisson,09/18/2003,1,,,,
07G02835,20452,02:01,32:01,08:01,27:02,02:02,07:01,A,A,Published,CSSMCS,01/07/2020,1,,,,
07G03039,20542,01:01,02:01,08:01,37:01,02:02,07:01,A,G,Published,yukiy,11/21/2018,1,,,,
07G01446,21117,03:01,31:01,18:01,27:05,02:02,07:01,G,G,Published,CSSMCS,01/07/2020,1,,,,
07G00360,11141,01:01,11:01,08:01,40:02,02:02,07:01,A,A,Published,yukiy,06/04/2018,1,,,,
07G03190,23047,03:01,74,15:03,49:01,02:02,07:01,,,Confirmed,Bailey Kessing,10/01/2010,1,,,,
07G02099,10219,24:02,32:01,27:05,27:05,02:02,07:01,G,G,Preliminary,yukiy,11/20/2018,1,,,,
42M01841,10359C,02:01,30:04,49:01,51:01,02:02,07:01,,,Preliminary,Bailey Kessing,05/18/2007,,,,,
66K00401,BUC423,02:01,11:01,08:01,51:01,02:02,07:01,,,Preliminary, marti,05/24/2005,1,,,,
66K00549,BUC645,01:01,24:02,08:01,18:01,02:02,07:01,,,Preliminary,Rasmi Thomas,05/11/2011,1,,,,
66K00554,RDP0660,11:01,32:01,18:01,40:02,02:02,07:01,A,G,Preliminary,yukiy,07/26/2018,1,,,,
32C00072,37-08,01:01,24:02,08:01,40:02,02:02,07:01,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00658,1400-02,24:02,68:01,08:01,51:01,02:02,07:01,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
07G02600,40628,02:01,03:02,08:01,27:02,02:02,07:01,A,G,Preliminary,yukiy,11/20/2018,1,,,,
07G03080,30523,01:01,11:01,08:01,27:05,02:02,07:01,A,A,Preliminary,yukiy,11/21/2018,1,,,,
CAR25552,RAGN270245,02:01,03:01,08:01,44:05,02:02,07:01,,,Preliminary,Bailey Kessing,06/15/2011,,,,,
CAR01582,RAGN520078,11:01,25:01,08:01,27:05,02:02,07:01,,,Completed,Bailey Kessing,06/15/2011,,,,,
CAR29572,RAGN832319,01:01,11:01,08:01,27:05,02:02,07:01,,,Completed,Bailey Kessing,06/15/2011,,,,,
CAR30492,41031,02:01,23:01,15:01,57:03,02:02,07:01,A,G,Completed,CSSMCS,07/29/2019,1,,,,
CAR30555,RAGN265472,03:01,30:04,27:02,57:02,02:02,07:01,G,G,Completed,Windows User,12/09/2024,1,,,,
42M01885,10359R,02:01,30:04,49:01,51:01,02:02,07:01,,,Preliminary,bassS,08/05/2009,1,,,,
CAR37469,RAGN120083,02:01,02:01,08:01,27:05,02:02,07:01,A,G,Completed,yukiy,04/05/2018,,1,,,
CAR39226,RAGN448020,02:05,03:01,27:05,57:03,02:02,07:01,,,Completed,Bailey Kessing,06/15/2011,1,,,,
07G01402,10067,02:01,24:02,27:02,49:01,02:02,07:01,G,G,Preliminary,yukiy,11/27/2018,,,,,
07G03088,41169,01:01,02:01,08:01,27:05,02:02,07:01,A,A,Preliminary,yukiy,11/21/2018,,,,,
01A00193,KS10071,02:01,32:01,07:02,27:05,02:02,07:02,,,Published,Bailey Kessing,07/07/2011,1,,,,
05E00137,A14001001,02:01,24:02,07:02,40:02,02:02,07:02,,,Published,Tang,03/07/2008,1,,,,
05E00166,HER195RXM,03:01,32:01,07:02,27:05,02:02,07:02,A,G,Published,CSSMCS,10/23/2019,1,,,,
05E00307,DEN001TWS,02:01,03:01,07:02,44:02,02:02,07:02,,,Published,Tang,03/07/2008,1,,,,
05E00308,DEN002TAS,02:01,03:01,07:02,44:02,02:02,07:02,,,Published,Tang,03/07/2008,1,,,,
05E00437,PIT024RC,02:01,24:02,07:02,44:05,02:02,07:02,G,G,Published,CSSMCS,09/15/2021,,,,,
05E00914,VIE063HH,02:01,11:01,07:02,27:05,02:02,07:02,,,Published,car master,03/04/2010,,,,,
05E01010,COR056DW,23:01,24:02,07:02,14:02,02:02,07:02,,,Published,Tang,03/07/2008,1,,,,
05E01892,UNC208JMS,03:01,24:02,07:02,40:02,02:02,07:02,,,Published,Bailey Kessing,11/21/2008,1,,,,
05E01905,HOP078MD,02:01,02:01,07:02,27:02,02:02,07:02,,,Published, Darlene Marti,01/16/2008,,,,,
05E02030,SWI066PJ,02:01,32:01,27:05,44:02,02:02,07:02,,,Published,Bailey Kessing,07/07/2011,1,,,,
05E02313,J05201001,03:01,74,07:02,15:03,02:02,07:02,,,Published,Bailey Kessing,10/01/2010,1,,,,
07G00192,40845,24:02,29:02,07:02,27:05,02:02,07:02,A,G,Published,yukiy,05/09/2018,1,,,,
07G00248,10511,02:01,03:01,07:02,27:05,02:02,07:02,G,G,Published,yukiy,05/18/2018,1,,,,
07G00503,20454,03:01,03:01,07:02,40:02,02:02,07:02,G,G,Published,yukiy,10/02/2018,1,,,,
07G00608,41378,02:01,02:01,07:02,27:05,02:02,07:02,A,G,Published,yukiy,06/13/2018,1,,,,
07G00708,10451,02:01,03:01,07:02,27:05,02:02,07:02,A,G,Published,yukiy,07/06/2018,1,,,,
07G00747,10213,01:01,24:02,07:02,27:05,02:02,07:02,,,Published,yukiy,08/17/2018,1,,,,
07G00768,20397,02:01,03:01,07:02,27:05,02:02,07:02,G,G,Published,yukiy,06/04/2018,1,,,,
07G00781,20111,02:01,02:01,07:02,27:05,02:02,07:02,A,A,Published,yukiy,09/21/2018,1,,,,
07G00809,30599,02:01,03:01,07:02,27:05,02:02,07:02,G,G,Published,yukiy,06/29/2018,1,,,,
07G00935,10410,03:01,29:02,07:02,27:05,02:02,07:02,,,Published,car master,12/24/2009,1,,,,
07G00943,10587,03:01,32:01,07:02,40:02,02:02,07:02,A,G,Published,yukiy,11/27/2018,1,,,,
07G01200,41551,02:01,03:01,07:02,15:01,02:02,07:02,,,Published,Darlene Marti,12/16/2008,1,,,,
07G01202,40372,23:01,29:02,07:05,44:03,02:02,07:02,A,G,Published,yukiy,08/17/2018,,,,,
07G01234,30692,02:01,24:02,27:02,39:01,02:02,07:02,A,G,Published,yukiy,10/02/2018,1,,,,
07G01355,21100,02:01,02:01,07:02,44:05,02:02,07:02,A,A,Published,yukiy,11/20/2018,1,,,,
07G01786,41488,02:01,03:01,07:02,40:02,02:02,07:02,G,G,Published,yukiy,10/02/2018,1,,,,
10J00011,17260,02:01,11:01,07:02,27:05,02:02,07:02,A,G,Published,CSSMCS,12/16/2019,,,,,
10J00036,11504,02:01,03:01,07:02,27:05,02:02,07:02,G,G,Published,CSSMCS,01/30/2020,,,,,
10J00168,11841,03:01,03:01,07:02,27:02,02:02,07:02,G,G,Published,CSSMCS,07/23/2021,,,,,
32C00125,884-16,02:01,03:01,07:02,44:02,02:02,07:02,,,Preliminary,Bailey Kessing,07/07/2011,,,,,
42M00126,12951M,02:01,03:01,07:02,44:05,02:02,07:02,G,G,Published,yukiy,08/22/2018,1,,,,
42M00226,10273M,68:02,80:01,07:02,15:03,02:02,07:02,,,Published,car master,12/24/2009,1,,,,
42M00460,11268M,23:01,23:01,07:05,15:03,02:02,07:02,,,Published,Amy Poisson,09/18/2003,1,,,,
42M00644,12203M,,,07:02,15:03,02:02,07:02,,,Preliminary,Amy Poisson,09/18/2003,,,,,
42M00730,10761M,02:01,34:02,07:02,18:01,02:02,07:02,,,Published, Darlene Marti,01/16/2008,,,,,
42M00782,12922M,23:01,30:02,07:02,15:03,02:02,07:02,,,Published,Amy Poisson,09/18/2003,,,,,
42M00810,12340M,23:01,24:02,07:02,37:01,02:02,07:02,,,Published,car master,12/24/2009,1,,,,
42M00884,13045M,01:01,02:01,07:02,51:01,02:02,07:02,A,G,Published,yukiy,02/04/2019,,,,,
42M01387,10435M,02:05,80:01,08:01,18:01,02:02,07:02,,,Published,Bailey Kessing,11/21/2008,1,,,,
05E00027,PHI024PJR,02:01,03:01,39:06,44:05,02:02,07:02,A,G,Published,CSSMCS,10/23/2019,,,,,
05E00461,PIT100AJB,03:01,32:01,07:02,27:05,02:02,07:02,A,G,Published,CSSMCS,10/23/2019,,,,,
05E00751,MUN017DR,03:01,25:01,07:02,27:05,02:02,07:02,A,G,Published,CSSMCS,10/23/2019,,,,,
05E01170,PIT094SM,03:01,03:01,07:02,44:05,02:02,07:02,G,G,Published,Windows User,07/20/2021,,,,,
05E01587,PHI139JJM,02:01,68:01,07:02,27:05,02:02,07:02,,,Published, Darlene Marti,01/16/2008,1,,,,
07G02992,40160,02:01,02:01,27:05,38:01,02:02,07:02,,,Published,car master,12/24/2009,1,,,,
07G02955,30104,02:01,24:02,07:02,40:02,02:02,07:02,,,Confirmed,car master,12/24/2009,1,,,,
07G02903,40182,03:01,11:01,07:02,27:05,02:02,07:02,A,G,Published,yukiy,11/20/2018,1,,,,
07G02809,20260,02:01,02:01,07:02,51:01,02:02,07:02,A,A,Published,yukiy,10/02/2018,1,,,,
42M01406,10512M,02:05,24:02,07:02,15:03,02:02,07:02,,,Published,Bailey Kessing,01/07/2005,1,,,,
07G01571,41580,02:01,03:01,07:02,27:05,02:02,07:02,G,G,Published,yukiy,09/21/2018,1,,,,
07G01491,40373,02:01,32:01,07:02,40:02,02:02,07:02,A,A,Confirmed,yukiy,08/22/2018,1,,,,
07G01495,40398,02:01,32:01,07:02,40:02,02:02,07:02,A,A,Published,yukiy,08/22/2018,1,,,,
07G02661,30008,01:01,02:01,39:01,52:01,02:02,07:02,G,G,Preliminary,yukiy,11/27/2018,1,,,,
07G03090,41708,02:01,24:02,07:02,44:05,02:02,07:02,G,G,Confirmed,yukiy,11/21/2018,1,,,,
42M01110,10438M,02:02,30:01,07:05,40:02,02:02,07:02,,,Preliminary,Darlene Marti,03/30/2004,,,,,
42M01285,79018M,23:01,74,07:05,18:01,02:02,07:02,,,Preliminary,Bailey Kessing,10/01/2010,,,,,
66K00026,BUC004,02:01,24:02,07:02,27:02,02:02,07:02,,,Preliminary,Rasmi Thomas,05/11/2011,1,,,,
CAR23307,RAGN711816,03:01,11:01,07:02,27:05,02:02,07:02,A,G,Preliminary,CSSMCS,07/29/2019,,,,,
32C00659,1400-03,24:02,,39:06,,02:02,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
32C00666,1400-10,24:02,,07:02,,02:02,07:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
CAR25173,RAGN701998,26:01,68:01,07:02,27:05,02:02,07:02,A,G,Preliminary,yukiy,03/29/2018,,,,,
07G00059,40458,03:01,24:02,07:02,44:02,02:02,07:02,G,G,Preliminary,CSSMCS,01/07/2020,1,,,,
CAR27393,RAGN327950,23:01,30:02,07:02,27:03,02:02,07:02,A,G,Completed,CSSMCS,03/12/2020,,,,,
CAR33075,RAGN181641,02:01,02:01,07:02,44:05,02:02,07:02,A,A,Completed,yukiy,04/05/2018,,1,,,
05E02745,CBD025,,,07:02,27:05,02:02,07:02,,,Preliminary,yukiy,08/08/2011,,,,,
05E02750,CCB014,,,07:05,40:02,02:02,07:02,,,Preliminary,Yuko Yuki,12/09/2008,,,,,
05E02769,IOW033,,,39:01,40:02,02:02,07:02,,,Preliminary,Yuko Yuki,12/09/2008,,,,,
05E02786,OSU011,,,07:02,40:02,02:02,07:02,,,Preliminary,Yuko Yuki,12/09/2008,,,,,
CAR34676,RAGN482305,01:01,02:01,07:02,40:02,02:02,07:02,A,A,Completed,CSSMCS,02/21/2020,1,,,,
66K00581,RDP0682,03:01,32:01,07:02,40:02,02:02,07:02,A,G,Preliminary,yukiy,07/26/2018,,,,,
07G01499,40510,01:01,01:01,07:02,27:05,02:02,07:02,,,Preliminary,yukiy,12/16/2011,,,,,
01A00009,KS10761,,,07:02,40:02,02:02,07:02,,,Preliminary,yukiy,02/24/2014,,,,,
05E02093,UNC228BER,11:01,68:01,40:02,44:02,02:02,07:04,,,Published,Marti,10/03/2006,1,,,,
10J00021,17924,02:01,03:01,27:05,44:02,02:02,07:04,A,G,Published,CSSMCS,12/17/2019,,,,,
10J00144,18042,24:02,68:01,27:05,44:02,02:02,07:04,A,G,Published,CSSMCS,12/16/2019,,,,,
32C00384,1350-13,02:01,32:01,27:05,40:02,02:02,07:04,,,Preliminary,marti,03/17/2011,,,,,
42M01032,12960M,26:01,68:01,18:01,44:02,02:02,07:04,,,Published,Bailey Kessing,11/21/2008,1,,,,
05E01615,GRE128GK,25:01,68:01,27:05,44:02,02:02,07:04,A,A,Published,CSSMCS,12/16/2019,,,,,
66K00566,RDP0677,02:01,03:01,15:01,27:02,02:02,07:04,A,G,Preliminary,yukiy,07/26/2018,,,,,
66K00567,RDP0679,01:01,03:01,15:18,40:02,02:02,07:04,A,A,Preliminary,yukiy,07/26/2018,,,,,
42M01671,11247M,,,18:01,44:05,02:02,07:04,,,Preliminary,Yuko Yuki,12/09/2008,,,,,
42M01094,10137M,01:01,24:02,15:03,51:01,02:02,08:01,,,Published,Amy Poisson,09/18/2003,,,,,
42M01358,11200M,11:01,68:01,15:03,15:13,02:02,08:01,,,Published,car master,12/24/2009,1,,,,
05E00052,E11801001,30:02,68:02,14:01,27:05,02:02,08:02,,,Published,Tang,03/07/2008,1,,,,
05E00134,A11201001,03:01,66:01,14:02,51:01,02:02,08:02,,,Published,Tang,03/07/2008,1,,,,
05E01678,C14901001,30:01,33:01,14:02,51:01,02:02,08:02,,,Published, Darlene Marti,01/16/2008,1,,,,
07G00713,41084,02:01,68:02,14:02,27:05,02:02,08:02,A,A,Published,yukiy,11/20/2018,1,,,,
42M00313,10547M,02:02,74,14:02,15:03,02:02,08:02,,,Published,Bailey Kessing,10/01/2010,1,,,,
42M00638,12212M,02:01,36:01,18:01,40:16,02:02,08:02,,,Published,car master,03/04/2010,,,,,
42M00671,12161M,02:01,02:02,14:02,27:05,02:02,08:02,G,G,Published,yukiy,09/21/2018,,,,,
42M00970,10206M,03:01,30:02,14:02,15:03,02:02,08:02,,,Published,Bailey Kessing,11/21/2008,,,,,
05E00372,GWU089RS,03:01,68:01,14:02,40:02,02:02,08:02,,,Preliminary, marti,06/02/2005,1,,,,
07G02933,20053,02:01,03:01,14:02,27:02,02:02,08:02,,,Confirmed,car master,12/24/2009,1,,,,
66K00492,BUC604,32:01,33:03,14:02,40:02,02:02,08:02,,,Preliminary,marti,12/11/2006,1,,,,
66k00547,BUC651,02:01,02:05,14:02,27:05,02:02,08:02,,,Preliminary, marti,05/24/2005,1,,,,
32C00374,1350-03,02:01,32:01,14:02,40:02,02:02,08:02,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
CAR25167,RAGN107747,03:01,68:01,14:02,27:05,02:02,08:02,A,A,Preliminary,yukiy,03/29/2018,,,,,
05E01003,W09501001,02:01,24:02,27:05,51:01,02:02,12:02,,,Published,Tang,03/07/2008,1,,,,
05E02310,H08301001,02:01,03:01,51:01,52:01,02:02,12:02,,,Published,Marti,10/03/2006,1,,,,
05E02311,H12501001,01:01,11:01,51:01,57:01,02:02,12:02,,,Published,Marti,10/03/2006,1,,,,
42M00558,11092M,02:01,31:01,15:03,52:01,02:02,12:02,,,Published,car master,12/24/2009,1,,,,
07G01117,40564,24:02,66:01,14:02,52:01,02:02,12:02,A,G,Preliminary,yukiy,09/17/2018,1,,,,
66K00127,BUC165,11:01,24:02,44:05,52:01,02:02,12:02,,,Preliminary, marti,05/24/2005,1,,,,
66K00532,RDP0555,11:01,24:02,44:05,52:01,02:02,12:02,A,G,Preliminary,yukiy,07/26/2018,,,,,
01A00451,KS12013,02:01,02:01,27:02,38:01,02:02,12:03,,,Published,Tang,03/07/2008,1,,,,
05E00699,MTS094RB,02:01,26:01,27:05,38:01,02:02,12:03,,,Published,Bailey Kessing,07/07/2011,1,,,,
05E01647,PIT023RH,02:01,25:01,18:01,27:02,02:02,12:03,A,A,Published,CSSMCS,12/16/2019,,,,,
05E02009,UNC068RK,02:01,03:01,18:01,27:05,02:02,12:03,,,Published, Darlene Marti,01/16/2008,1,,,,
07G00193,40809,02:01,31:01,40:02,51:01,02:02,12:03,A,G,Published,yukiy,06/29/2018,1,,,,
07G00622,10368,25:01,32:01,18:01,40:02,02:02,12:03,A,A,Published,yukiy,06/29/2018,1,,,,
10J00029,13066,02:01,26:01,27:02,38:01,02:02,12:03,G,G,Published,CSSMCS,12/16/2019,,,,,
42M00956,13134M,03:01,68:02,15:03,27:02,02:02,12:03,,,Published, Darlene Marti,01/16/2008,1,,,,
05E00615,HER072FRG,02:01,24:02,27:05,38:01,02:02,12:03,G,G,Published,CSSMCS,10/23/2019,1,,,,
05E02701,PIT004DH,02:01,25:01,18:01,27:02,02:02,12:03,,,Published, Darlene Marti,01/16/2008,1,,,,
05E02709,TUL121TB,23:01,30:02,15:03,15:03,02:02,12:03,,,Published,Bailey Kessing,01/07/2005,1,,,,
05E00239,GWU055DC,02:01,02:01,27:05,38:01,02:02,12:03,,,Published, Darlene Marti,01/18/2008,1,,,,
05E00685,MTS053EG,29:02,32:01,15:03,51:01,02:02,12:03,,,Published, Darlene Marti,01/16/2008,1,,,,
05E00943,HOP014AMD,25:01,32:01,,,02:02,12:03,,,Preliminary,car master,03/04/2010,,,,,
05E01541,GRE086KV,01:01,24:02,27:02,35:03,02:02,12:03,,,Preliminary, Darlene Marti,01/16/2008,1,,,,
07G01214,31062,01:01,32:01,38:01,40:02,02:02,12:03,A,A,Published,yukiy,10/02/2018,1,,,,
07G01310,20362,02:01,25:01,18:01,27:02,02:02,12:03,A,G,Published,yukiy,10/02/2018,1,,,,
07G02869,20645,25:01,68:01,08:01,27:05,02:02,12:03,A,A,Published,yukiy,10/02/2018,1,,,,
07G01764,40585,24:02,68:01,27:02,38:01,02:02,12:03,A,G,Published,yukiy,11/27/2018,1,,,,
07G01090,21106,02:01,30:01,27:05,38:01,02:02,12:03,,,Preliminary,Bailey Kessing,11/21/2008,1,,,,
05E01608,GRE014GA,11:01,32:01,38:01,44:14,02:02,12:03,,,Preliminary,Darlene Marti,03/03/2004,1,,,,
CAR18206,RAGN419879,03:01,26:01,38:01,40:02,02:02,12:03,A,G,Preliminary,yukiy,03/29/2018,,,,,
32C00069,37-05,24:02,25:01,18:01,40:02,02:02,12:03,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
CAR01632,RAGN198164,25:01,32:01,18:01,40:02,02:02,12:03,A,A,Completed,CSSMCS,01/08/2020,,,,,
CAR33052,RAGN592583,03:01,31:01,27:05,,02:02,12:03,,,Confirmed,yukiy,08/29/2012,,,,,
05E00581,V01501001,03:01,23:01,27:05,51:01,02:02,14:02,,,Published,Tang,03/07/2008,1,,,,
05E01611,GRE022KV,01:01,26:01,27:02,51:01,02:02,14:02,,,Published,Marti,10/03/2006,1,,,,
05E01987,U10301002,02:01,11:01,27:05,51:01,02:02,14:02,,,Published,Bailey Kessing,07/07/2011,1,,,,
07G00244,10503,03:01,24:02,35:01,51:01,02:02,14:02,A,G,Published,yukiy,11/27/2018,1,,,,
07G01312,40571,02:01,32:01,27:05,51:01,02:02,14:02,A,G,Published,yukiy,09/21/2018,1,,,1,
10J00115,17707,02:01,68:01,40:02,51:01,02:02,14:02,,,Published,Amy Poisson,09/18/2003,,,,,
42M00160,11508M,30:02,80:01,15:16,18:01,02:02,14:02,A,A,Published,CSSMCS,12/17/2019,,,,,
05E00390,XC 1491,02:01,32:01,40:02,51:01,02:02,14:02,A,G,Published,CSSMCS,10/23/2019,,,,,
05E00815,HER145DDE,02:01,02:01,15:01,51:01,02:02,14:02,,,Published, Darlene Marti,01/16/2008,1,,,,
42M01322,12423M,02:01,02:05,15:16,18:01,02:02,14:02,,,Preliminary, marti,06/02/2005,1,,,,
05E00481,HER017RKN,01:01,24:02,40:02,51:01,02:02,14:02,A,G,Preliminary,CSSMCS,10/23/2019,,,,,
CAR34233,FG 7399,11:01,23:01,27:05,51:01,02:02,14:02,A,A,Completed,CSSMCS,02/21/2020,1,,,,
CAR34682,RAGN975508,02:06,30:01,15:16,27:05,02:02,14:02,,,Completed,Bailey Kessing,06/15/2011,1,,,,
66K00592,RDP0707,02:96,68:01,27:02,51:01,02:02,14:02,G,G,Preliminary,yukiy,07/26/2018,,,,,
01A00516,KS10771,,,27:07,44:05,02:02,15:02,,,Preliminary,car master,03/04/2010,,,,,
05E00061,PHI030HJM,02:01,25:01,27:05,51:01,02:02,15:02,,,Published,Tang,03/07/2008,,,,,
05E00169,A03001001,11:01,74,40:02,51:01,02:02,15:02,,,Published,Bailey Kessing,10/01/2010,1,,,,
05E00844,T03601001,11:01,74,40:02,51:01,02:02,15:02,,,Published,Bailey Kessing,10/01/2010,1,,,,
07G00069,41672,02:01,68:01,40:02,51:01,02:02,15:02,A,G,Published,yukiy,05/11/2018,1,,,,
07G01156,40438,02:01,24:02,44:05,51:01,02:02,15:02,A,G,Published,yukiy,10/02/2018,1,,,,
07G01268,20595,11:01,31:01,40:02,51:01,02:02,15:02,A,G,Published,yukiy,11/27/2018,1,,,,
10J00007,17630,24:02,31:01,27:05,51:01,02:02,15:02,G,G,Published,CSSMCS,12/17/2019,,,,,
42M01532,70202M,02:01,31:01,27:05,51:01,02:02,15:02,A,G,Published,CSSMCS,01/07/2020,,,,,
CAR38578,RAGN206876,31:01,32:01,27:05,51:01,02:02,15:02,,,Preliminary,Bailey Kessing,06/15/2011,,,,,
07G00077,41800,02:01,68:01,07:05,44:05,02:02,15:05,A,G,Published,yukiy,05/11/2018,1,,,,
42M01353,10078M,03:01,66:02,40:02,40:12,02:02,15:05,,,Published, Darlene Marti,01/16/2008,,,,,
42M01577,30140R,32:01,74,07:05,15:03,02:02,15:05,,,Published,Bailey Kessing,10/01/2010,1,,,,
01A00538,KS11452,,,,,02:02,16:01,,,Preliminary,Tang,03/07/2008,,,,,
05E00234,GWU051TM,24:02,29:02,44:02,44:03,02:02,16:01,,,Published,Tang,03/07/2008,1,,,,
05E01648,MTS189ER,02:01,68:02,15:03,45:01,02:02,16:01,,,Published,Marti,10/03/2006,1,,,,
05E02081,UNC123TLC,02:01,03:01,18:01,45:01,02:02,16:01,,,Published,car master,12/24/2009,1,,,,
07G00116,41291,03:01,29:02,44:03,44:05,02:02,16:01,G,G,Published,yukiy,11/20/2018,1,,,,
07G00295,30596,29:02,32:01,44:03,51:01,02:02,16:01,A,G,Published,yukiy,05/18/2018,1,,,,
07G00303,30597,29:02,32:01,44:03,51:01,02:02,16:01,A,G,Preliminary,yukiy,05/18/2018,,,,,
42M00246,10196M,23:01,31:01,15:03,51:02,02:02,16:01,,,Published,Bailey Kessing,01/07/2005,1,,,,
42M00408,10921M,23:01,68:02,15:03,51:02,02:02,16:01,,,Published,Amy Poisson,09/18/2003,1,,,,
42M00412,11072M,02:01,30:02,15:03,15:16,02:02,16:01,,,Published,Amy Poisson,09/18/2003,1,,,,
42M00582,11814M,68:02,80:01,18:01,53:01,02:02,16:01,,,Published,car master,12/24/2009,1,,,,
42M00892,13027M,,,15:03,35:01,02:02,16:01,,,Preliminary, Darlene Marti,01/16/2008,,,,,
42M00969,10531M,33:01,33:03,15:03,78:01,02:02,16:01,,,Published,Amy Poisson,09/18/2003,,,,,
42M01033,12862M,34:02,74,15:03,35:01,02:02,16:01,,,Published,Bailey Kessing,10/01/2010,,,,,
42M01325,11253M,02:01,74,15:03,51:01,02:02,16:01,,,Published,Bailey Kessing,10/01/2010,,,,,
42M01351,11694M,24:02,30:02,15:03,45:01,02:02,16:01,,,Published,Bailey Kessing,01/07/2005,1,,,,
42M01385,70278M,02:01,30:04,15:03,45:01,02:02,16:01,,,Published,Amy Poisson,09/18/2003,1,,,,
05E01008,CHI045KG,24:02,32:01,40:01,44:03,02:02,16:01,,,Preliminary,car master,03/04/2010,,,,,
07G02762,20015,02:01,29:02,27:05,44:03,02:02,16:01,A,G,Confirmed,yukiy,11/20/2018,1,,,,
07G01782,41387,03:01,24:17,27:05,44:03,02:02,16:01,,,Published,Amy Poisson,09/18/2003,1,,,,
42M01173,12092M,03:01,24:02,14:02,45:01,02:02,16:01,A,A,Confirmed,CSSMCS,01/30/2020,1,,,,
07G01078,40524,02:01,31:01,40:02,44:03,02:02,16:01,,,Preliminary,Bailey Kessing,11/21/2008,1,,,,
66K00571,BUC675,01:01,29:02,44:03,44:05,02:02,16:01,,,Preliminary, marti,05/24/2005,,,,,
32C00710,1451-01,,,40:02,44:03,02:02,16:01,,,Preliminary,Bailey Kessing,02/18/2011,,,,,
CAR25549,RAGN600372,26:01,33:03,27:02,51:01,02:02,16:01,,,Preliminary,Bailey Kessing,06/15/2011,,,,,
CAR38576,RAGN776812,29:02,32:01,27:05,44:03,02:02,16:01,A,G,Preliminary,yukiy,03/29/2018,,,,,
CAR39375,RAGN814949,29:02,74:01,27:03,44:03,02:02,16:01,A,G,Completed,CSSMCS,03/06/2020,1,,,,
05E00690,MTS066YG,01:01,33:01,41:02,44:03,02:02,17,,,Published,Bailey Kessing,10/28/2010,1,,,,
05E01612,GRE097EH,24:02,31:01,35:01,41:02,02:02,17,,,Published,Bailey Kessing,07/07/2011,1,,,,
